Item UPC,Top 500,ID,UPC,Product ID,Sequence,Manufacturer,Distributor,Brand,Product Description,Product Size,Drug Interactions,Directions,Indications,Ingredients,Vitamin and Minerals,Low Fat,Low Sodium,Fat Free,Sugar Free,Good Source of Fiber,Vegan,Vegetarian,Lactose Fre,Flavor,Antibiotic Free,Temperature Indicator,Wheat Free,Gluten Free,Hormone Free,Natural,Nitrates Free,Nitrites Free,Organic,Peanut Free,Ready to Cook,Ready to Heat,Dairy Free,Egg Free,Kosher Codes,Recycle Codes,NDC Code,Country of Origin
070920474502,405,47433,00070920474502,c71cdcd0-de12-11e0-8c7c-005056957023,1,ConAgra Foods Inc.,,Swiss Miss,Swiss Miss Marshmallow Hot Cocoa Mix- 10 CT,,,"Just add hot milk or hot water.
For more indulgent cocoa, make with milk instead of water.
Conventional preparation: empty contents of envelope into a cup. Gradually stir 6 oz (3/4 cup) hot (not boiling) milk or water into mix.
Microwave preparation:
Directions developed using 1100 watt microwave oven.
Empty contents of envelope into a cup. In a separate microwave-safe container, heat 6 oz. (3/4cup) milk or water on high power 1 minute or until hot (not boiling). Gradually stir hot milk or water into mix.
For real cream & real fun, top with Reddi Wip&#174; dairy whipped topping.",,"Sugar, Corn Syrup, Modified Whey, Cocoa (Processed with Alkali), Hydrogenated Coconut Oil, Marshmallows (Sugar, Corn Syrup, Modified Corn Starch, Gelatin, Artificial Flavor), Nonfat Milk, Calcium Carbonate, less than 2% of: Salt, Dipotassium Phosphate, Mono- and Diglycerides, Carrageenan, Acesulfame Potassium, Sucralose, Artificial Flavor.",,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,
029839006885,406,45267,00029839006885,bdc2f9d0-ffff-11e0-9ca3-005056957023,1,Friendly's Ice Cream,,Friendly's,Friendly's Rich & Creamy Classic Chocolate Premium Ice Cream,,,Keep frozen.,,"Classic Chocolate Ice Cream Ingredients: Milk, Cream, Skim Milk, Sugar, Corn Syrup, Cocoa (Processed with Alkali), Whey Protein Concentrate, Whey, Buttermilk, Guar Gum, Mono and Diglycerides, Xanthan Gum, Carrageenan.",,,,,,,,,,,,,,,,,,,,,,,,,"10,13",,,
099555082081,407,110304,00099555082081,7fa76860-b823-11e2-a096-005056ab0051,1,Eight O'Clock Coffee,,Eight O'Clock Coffee,Eight O'Clock Dark Roast Italian K-Cup Packs - 12 CT,,,,,Arabica Coffee.,,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,Y,,Canada
044100231902,408,105645,00044100231902,a131cc70-eb07-11e2-9271-005056ab0051,1,"HP Hood, LLC","Hp Hood, LLC",Hood,Hood Ice Cream Patchwork,,,Keep frozen.,,"Milkfat and Nonfat Milk, Buttermilk, Sugar, Corn Syrup, High Fructose Corn Syrup, Cocoa Processed with Alkali, Whey, Mono & Diglycerides, Guar Gum, Locust Bean Gum, Natural and Artificial Flavors, Polysorbate 80, Carrageenan and Annatto (for color).",,,,,,,,,,,,Frozen,,,,,,,,,,,,,"10,13",,,
017800134590,410,91452,00017800134590,a5722740-962e-11e2-b87a-005056ab0051,1,Nestle Purina PetCare Company,Nestle Purina PetCare Company,Beneful,Purina Beneful Healthy Weight Adult Dog Food,,,"Recommended daily feeding amounts.
Using a standard 8 oz measuring cup.
For weight maintenance - 1/2 - 1 1/3 cups. Dogs current weight - 3 to 12 lbs. For weight reduction+ - 1/2 - 1 cup.
For weight maintenance - 1 1/3 - 2 cups. Dogs current weight - 13 to 20 lbs. For weight reduction+ - 1 - 1-2/3 cups.
For weight maintenance - 2 - 3 cups. Dogs current weight - 21 to 35 lbs. 
For weight reduction+ - 1 2/3 - 2 1/3 cups.
For weight maintenance - 3 - 3 2/3 cups. Dogs current weight - 36 to 50 lbs.
For weight reduction+ - 2 1/3 - 3 cups.
For weight maintenance - 3 2/3 - 4 3/4 cups. Dogs current weight  - 51 to 75 lbs. For weight reduction+ - 3 - 3 3/4 cups.
For weight maintenance - 4 3/4 - 5 3/4 cups. Dogs current weight - 76 to 100 
lbs. For weight reduction+ - 3 3/4 - 4 2/3 cups.
5-3/4 cups plus 1/3 cup for each 10 lbs of body weight over 100 lbs - over 100 lbs - 4-2/3 cups plus 1/4 cup for each 10 lbs of body weight over 100 lbs.
+An average of 20% calorie reduction.
Feeding adult dogs: Most adult dogs can be fed once daily. However, it may be benefici",,"Ground Yellow Corn, Chicken By-Product Meal, Corn Gluten Meal, Soybean Hulls*, Whole Wheat Flour, Rice Flour, Chicken, Soy Flour, Animal Fat Preserved with Mixed-Tocopherols (from of Vitamin E), Water, Meat and Bone Meal, Propylene Glycol, Sugar, Animal Digest, Dicalcium Phosphate, Salt, Phosphoric Acid, Tricalcium Phosphate, Sorbic Acid (a Preservative), Dried Carrots, Dried Green Beans, Calcium Propionate (a Preservative), Choline Chloride, L-Lysine Monohydrochloride, Vitamin E Supplement, Potassium Chloride, Zinc Sulfate, Yellow 5, Ferrous Sulfate, Red 40, Manganese Sulfate, Yellow 6, Niacin, Vitamin A Supplement, Blue 2, Calcium Carbonate, Copper Sulfate, Vitamin B-12 Supplement, Calcium Pantothenate, Thiamine Mononitrate, Garlic Oil, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D-3 Supplement, Calcium Iodate, Menadione Sodium Bisulfite Complex (source of Vitamin K Activity), Folic Acid, Biotin, Sodium Selenite.
13% a source of Fiber.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,,,,
050000159918,411,34203,00050000159918,8d1c0760-6222-11e1-a73b-005056957023,1,Nestle USA Inc.,"Nestle USA, Inc.",Carnation,Nestle Carnation Lowfat 2% Evaporated Milk,,,"Refrigerate after opening. As with any fresh milk, use within a few days.
Shake well. Please recycle.",,"Lowfat Milk, Dipotassium Phosphate, Carrageenan, Vitamin A Palmitate, Vitamin D 3.",,,,,,,,,,,,,,Y,,,,,,,,,,,"1,13",Y,,USA
019600052203,412,50257,00019600052203,d2ffb060-a4df-11e1-b291-005056ab0051,1,Pinnacle Foods Group LLC,,Aunt Jemima,Aunt Jemima Waffles Blueberry - 10 CT,,,"Keep Frozen.
Heating Instructions: 
Keep waffles frozen until ready to use. 
Toaster: Toast at middle/medium setting until golden brown and hot. Frozen waffles may require more than one toasting cycle.
Note: Toaster performance varies. Toaster setting may require adjustment for best results.
Conventional Oven: Heat oven to 400 degrees F bake on ungreased baking sheet for 6 to 8 minutes or until golden brown and hot. 
Toasting should be supervised:
Watch toaster while heating.
Heating by children should be supervised by an adult. Do not use metal objects to remove waffles from toaster.
Do not purchase if carton is open or torn to open: lift tab here.",,"Enriched Wheat Flour (Flour, Niacin [Vitamin B3], Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid (Vitamin B9]), Water, Nonfat Milk, Whey, Soybean Oil, Blueberry Bits (Sugar, Dextrose, Soybean Oil, Soy Protein, Dried Blueberries, Natural Flavor, Cellulose Gum, Salt, Carrot Juice Extract [Color], Blueberry Extract [Color]), Sugar. Contains 2% or less of: Baking Powder (Sodium Acid Pyrophosphate, Baking Soda), Whole Eggs, Calcium Chloride, Salt, Natural Flavor (Dextrose, Corn Starch), Annatto Extract (Color), Soy Flour.","Calcium-8%
Iron-8%
Thiamin-15%
Riboflavin-10%
Niacin-10%
Phosphorus-15%",,,,,,,,,,,,,,,,,,,,,,,,"1,13",,,
054800010028,414,120966,00054800010028,b40c6d80-4920-11e1-93ea-005056957023,1,"Mars Food US, LLC","Mars Food US, LLC",Uncle Ben's,Uncle Ben's Original Long Grain Rice,,,"Cooking directions:
Stovetop - preferred method:
Step 1: Combine rice, water and butter (optional) in a saucepan.
Step 2: Bring to a boil. Reduce heat (medium, medium-low) and simmer covered 20 minutes.
Step 3: Remove from heat. Let stand covered 5 minutes or until water is absorbed. Fluff with fork and serve.
For best results:
For firmer rice, use less water and reduce cooking time.
For softer rice, use more water and increase cooking time.
To retain vitamins, do not rinse before or drain after cooking.
Alternate cooking method:
For best results, use stovetop cooking method.
Microwave:
1. Combine rice, water and butter (optional) in a microwave-safe glass bowl.
2. Cover tightly with microwave-safe lid or plastic wrap and cook on high using times below:
3. Reduce to medium (50%) for 10-15 minutes. Stir occasionally. Remove from microwave. Let stand covered 5 minutes or until water is absorbed. Fluff with fork and serve.
Microwave ovens vary. Cooking times are approximate. Adjust cooking time as needed.",,"Enriched Long Grain Parboiled Rice [Long Grain Rice, Iron (Ferric Orthophosphate), Thiamin (Thiamine Mononitrate) and Folate (Folic Acid)].",,,,,,,,,,,,,,,,,,,,,,,,,1,Y,,
041000003011,416,50282,00041000003011,d098c4f0-d259-11e0-affb-005056957023,1,Lipton,,Lipton,Lipton Soup Secrets Extra Noodle with Real Chicken Broth Soup - 2 CT,,,"Stovetop cooking directions:
Makes 3 cups.
1. In medium saucepan, bring 3 cups (24 oz) water to a boil; stir in contents of one pouch soup mix.
2. Reduce heat and simmer uncovered, stirring occasionally, 5 minutes or until noodles are tender.
Caution: soup may be hot.
Refrigerate any unused cooked portion.
Microwave cooking directions:
Makes 3 cups.
1. In 2-quart microwave-safe casserole, combine 3 cups (24 oz) water and contents of one pouch soup mix.
2. Microwave uncovered at high 12 to 14 minutes* or until noodles are tender, stirring once halfway through cooking.
*Microwave ovens vary; adjust times as needed.",,"Enriched Egg Noodles [Wheat Flour, Egg, Niacin, Iron, Thiamin Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid], Maltodextrin, Salt, Chicken Fat, Corn Syrup*, Monosodium Glutamate, Chicken Powder, Hydrolyzed Soy Protein, Autolyzed Yeast Extract, Cornstarch, Parsley*, Disodium Inosinate, Disodium Guanylate, Chicken Broth*, Natural Flavor, Turmeric, Spice. 
*Dehydrated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
077644826228,418,50453,00077644826228,ae15ecb0-3eb5-11e0-82ca-005056957023,1,"LiDestri Foods, Inc",,Francesco Rinaldi,Francesco Rinaldi Tomato & Basil Hearty Pasta Sauce,,,"Refrigerate after opening.
Reject if button is up.
To serve: Heat contents. Pour over steaming pasta and serve. (If microwave is used, pour contents into microwave-safe dish. Cover and heat.)
Keep unused portion of this all natural product refrigerated or frozen after opening.",,"Tomato Puree (Water, Tomato Paste, Citric Acid), Diced Tomatoes, Sugar, Salt, Soybean Oil, Extra Virgin Olive Oil, Dried Onions, Spices, Garlic Powder.",,,,,,,,,,,,,,,,,,,,,,,,,1,,,
043695071160,419,51449,00043695071160,d7479f20-5f16-11e1-a6a8-005056957023,1,Nestle USA Inc.,"Nestle USA, Inc.",Hot Pockets,Hot Pockets Meatballs & Mozzarella Sandwiches - 2 CT,,,"Keep Frozen.
Cook Thoroughly.
Keep Frozen. For food safety and quality, read and follow these Cooking Instructions to insure product reaches an internal temperature of 165 degrees F. Cook Thoroughly Before Eating.
Microwave Oven:
1. Unwrap product & insert into unfolded crisping sleeve.
2. Place on paper plate & microwave on High (see chart). 
3. After cooking, Let Stand In Microwave 2 Minutes to complete cooking. 
4. Carefully remove sandwich from microwave. Caution: Product Will Be Hot!
5. Fold and lock bottom flaps of the sleeve, peel away tab as you eat.
Do Not reuse Crisping Sleeve.
Qty: Cooking Time on High (1100 Watt Oven).
1: 2 Minutes*.
2: 3 Minutes, 30 Seconds*. 
Qty: Cooking Time on High (Lower Wattage/Compact Microwave). 
1: 3 Minutes*.
2: 4 Minutes, 30 Seconds*.
*Since ovens vary, cooking times may require adjusting.
Regular Oven or Toaster Oven.
1. Preheat oven to 350 degrees F.
2. Unwrap product & place on baking sheet; do not use crisping sleeve in oven.
3. Bake for 30 minutes.
4. Carefully remove sandwich from oven; Let Stand 2 Minutes to complete cooking. Caution: Product Will Be Hot!
5. Carefully insert sandwich into folded crisping sleeve; peel away tab as you eat.",,"Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Cooked Italian Style Meatballs (Pork, Water, Textured Vegetable Protein [Soy Protein Concentrate, Caramel Color], Seasoning [Salt, Spices, Paprika, Sugar, Garlic Powder, Natural Flavor, Disodium Inosinate, Disodium Guanylate], Breadcrumbs [Enriched Flour (Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Corn Syrup, Sugar, Hydrogenated Vegetable Oil (Soybean, Cottonseed), Salt, Yeast, Soy Flour, Whey, Sodium Stearoyl Lactylate, Calcium Propionate (Preservative)], Salt, Sodium Tripolyphosphate), Tomato Paste, Part Skim Mozzarella Cheese with Modified Food Starch (Part Skim Mozzarella Cheese [Pasteurized Milk, Cultures, Salt, Enzymes], Modified Food Starch), Mozzarella Cheese (Cultured Pasteurized Milk, Salt, Enzymes, May Contain: Nonfat Dry Milk), contains less than 2% of: Partially Hydrogenated Soybean Oil, Palm Oil (with Soy Lecithin, Artificial Flavor, Beta Carotene), Sugar, Romano Cheese (made from Cow's Pasteurized Milk, Cheese Culture, Salt, Enzymes), Seasoning (Dehydrated Garlic, Spices, Sugar, Onion Powder, Salt, Soybean Oil), Partially Hydrogenated Palm Kernel Oil (with Soy Lecithin, Citric Acid as Preservative), Seasoning (Bread Crumb [Bleached Wheat Flour, Dextrose, Yeast, Salt], Dehydrated Garlic, Tomato Powder, Spice, Salt, Dextrose, Onion Powder, Corn Maltodextrin, Citirc Acid, Natural Flavor), Soybean Oil, Modified Food Starch, Dough Conditioner (Calcium Sulfate, Distilled Monoglycerides, Salt, L-Cysteine Hydrochloride, Garlic Powder, Tricalcium Phosphate, Enzymes, Ascorbic Acid, Citric Acid, BHT), Dried Egg Yolks, Salt, Yeast, Dried Whey, Soy Flour, Dried Egg Whites.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
099555080612,420,3295,00099555080612,0ca35ab0-63b8-11e1-8d93-005056ab0051,1,"Green Mountain Coffee, Inc.",,Green Mountain Coffee,Green Mountain Coffee Dark Magic Keurig Extra Bold Dark Roast K-Cups - 12 CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,,USA
016000275690,421,131265,00016000275690,2c8c7240-6824-11e3-94af-005056ab0051,1,"General Mills, Inc.","General Mills Sales, Inc.",Lucky Charms,General Mills Lucky Charms Cereal,,,,,"Whole Grain Oats, Marshmallows (Sugar, Modified Corn Starch, Corn Syrup, Dextrose, Gelatin, Calcium Carbonate, Yellows 5&6, Blue 1, Red 40, Artificial Flavor), Sugar, Oat Flour, Corn Syrup, Corn Starch, Salt, Trisodium Phosphate, Color Added, Natural and Artificial Flavor, Vitamin E (Mixed Tocopherols) added to preserve freshness.","Calcium Carbonate, Zinc and Iron (Mineral Nutrients), Vitamin C (Sodium Ascorbate), A B Vitamin (Niacinamide), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Mononitrate), Vitamin A (Palmitate), A B Vitamin (Folic Acid), Vitamin B12, Vitamin D3.",,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,,Y,,
016000275690,421,37130,00016000275690,89844ed0-8558-11df-a76e-005056957023,1,"General Mills, Inc.","General Mills Cereals, LLC.",Big G,General Mills Lucky Charms Cereal,,,,,"Whole Grain Oats, Marshmallows (sugar, modified corn starch, corn syrup, dextrose, gelatin, calcium carbonate, yellows 5 & 6, blue 1, red 40, artificial flavor), Sugar, Oat Flour, Corn Syrup, Corn Starch, Salt, Trisodium Phosphate, Color Added, Natural and Artificial Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness.","Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,,,,,,,,,,,,,,,,,,,,,,,,Y,,
013120008009,422,52466,00013120008009,dbef6d60-8fcb-11e1-a8cd-005056ab0051,1,H.J. Heinz Company,Heinz North America,Ore-Ida,Ore-Ida Steak Fries,,,"Keep frozen.
Easy prep baking.
Do not overcook.
Appliance temperatures may vary. Please consider the performance of your appliance when following these directions.
1/2 bag instructions.
Serves about 5.
Preheat oven to 450 degrees.
Arrange frozen steak fries in a single layer on an 11""x17"" baking sheet.
Heat for 18-23 mins. Cook to a light golden color.
Season to taste.
Full bag instructions.
Serves about 9.
Preheat oven to 450 degrees.
Arrange frozen steak fries in a single layer on an 11""x17"" baking sheet.
Heat for 24-34 mins. Cook to a light golden color.
Season to taste.
Deep fry:
Caution: ice crystals on frozen foods can cause spattering when added to hot oil.
Add product carefully.
Tips for frying with oil: always preheat oil uncovered. If oil spatters, cover immediately and reduce heat. When spattering stops, remove cover and return to cooking temperature. Be careful not to spatter or spill oil onto hot burner of range.
1. Preheat cooking oil in electric deep fryer to 375 degrees. Fill deep fryer not more than half full of oil.
2. Fill fryer basket not more than half full of frozen French fries. Carefully lower basket into hot oil.
3. Fry 3-6 minutes. Cook to a light golden color.
4. Drain on paper towels. Season to taste.
Pan fry:
1. Heat 1/4 cup cooking oil in large skillet over medium-high.
2. Carefully add frozen French fries to form a single layer.
3. Fry 6-9 minutes, turning frequently. Cook to a light golden color.
4. Drain on paper towels. Season to taste.",,"Potatoes, Vegetable Oil (Sunflower, Cottonseed, Soybean, and/or Canola), Salt, Dextrose, Disodium Dihydrogen Pyrophosphate, Annatto, (Vegetable Color).",,,,,,,,,,,,,,Y,,,,,,,,,,,14,,,USA
072940740032,423,106718,00072940740032,2bdc0fd0-e413-11e2-a629-005056ab0051,1,Red Gold Inc.,Red Gold LLC.,Redpack,Redpack Whole Peeled Tomatoes,,,,,"Tomatoes, Tomato Puree, Salt, Calcium Chloride, Citric Acid.",,,,Y,,,,,,,,Shelf Stable,,Y,,,,,,,,,,,1,Y,,
051000060327,425,104650,00051000060327,57c21130-ee40-11e2-972f-005056ab0051,1,Pinnacle Foods Group LLC,,Swanson,Swanson Chicken Pot Pie,,,"Simply cook & serve.
Cook thoroughly.
Keep frozen.
Must be cooked thoroughly. For food safety and quality, follow these cooking instructions. Do not thaw. Do not use in toaster oven. This product must be cooked to an internal temperature greater than 165 degrees F prior to eating. Check internal product temperature with a food thermometer, in several spots. Promptly refrigerate any unused portion. Do not reuse tray. For crisper pie crust, prepare in conventional oven.
Microwave oven - cook only 1 pie at a time.
The following cooking directions were developed using 1100-watt and 700-watt microwave ovens. Microwave ovens vary and cook times may require adjusting. Pie is thoroughly cooked when crust is done and filling is steaming (at least 165 degrees F.)
1. Place tray on microwave-safe plate. Cut 1-inch slit in center of top crust to vent. 
2. Microwave on high:
Microwave oven - cook time.
1100 watt - 5 minutes.
700 watt - 7 1/2 minutes.
3. Let stand 2 minutes in microwave oven. Use pot holders to remove plate from oven.
Conventional oven:
Important: do not set oven above 400 degrees F.
1. Preheat oven to 400degreesF.
2. Cut 1-inch slit in center of top crust to vent. Place tray on baking sheet on middle oven rack.
3. Bake 30 to 35 minutes.",,"Chicken Filling (Water, Ground Chicken [Cooked Chicken, Water, Salt, Soy Protein Isolate (Soy Lecithin), Carrageenan, Modified Food Starch, Sodium Phosphate, Spice Extract], Carrots, Potatoes [with Sodium Acid Pyrophosphate to maintain Color], Cooked Mechanically Separated Chicken, Modified Food Starch, Seasoning Blend [Bleached Enriched Wheat Flour (Malted Barley Flour, Potassium Bromate, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin), Salt, Maltodextrin, Whey Powder, Whey Protein Concentrate, Garlic Powder, Soy Lecithin, Yeast Extract, Onion Powder, Spices, Xanthan Gum, Turmeric Extract and Annatto], Peas, Chicken Fat, Chicken Flavor [Salt, Chicken Powder, Chicken Fat, Autolyzed Yeast Extract, Water, Natural and Artificial Flavors, Invert Sugar, Chicken Broth, Onion Powder, Partially Hydrogenated Soybean Oil and Cottonseed Oil, Grill Flavor (from Partially Hydrogenated Soybean Oil and Cottonseed Oil), and Tocopherols]), Crust (Enriched Flour [Wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid], Shortening [Lard, Hydrogenated Lard, Partially Hydrogenated Soybean Oil, BHT and Citric Acid to protect Flavor], Water, Dextrose, Salt, Dough Conditioner [Sodium Aluminosilicate, Salt, Enzymes, Ammonium Sulfate, Fumaric Acid], Caramel Color).",,,,,,,,,,,,Frozen,,,,,,,,,,,,,,,,
