Item UPC,Top 500,ID,UPC,Item Description,Manufacturer,Brand,Distributor,GS1 Category,Pkg Manufacturer,Pkg Manufacturer Address,Pkg Manufacturer Phone,Pkg Manufacturer Email,Pkg Manufacturer URL,Pkg Distributor,Pkg Distributor Address,Pkg Distributor Phone,Pkg Distributor Email,Pkg Distributor URL,Marketing Description,Other Description,Units In Package,Packaging Type,Packaging Size,Package Information,Created,Last Updated
016000275690,421,131265,00016000275690,General Mills Lucky Charms Cereal,"General Mills, Inc.",Lucky Charms,"General Mills Sales, Inc.",(10000284) Cereals Products Ready to Eat (Shelf Stable),,,,,,"General Mills Sales, Inc","Minneapolis, MN 55440 USA",1-800-328-1144,,generalmills.com,"General Mills Lucky Charms®.
With whole grain first ingredient.
Frosted toasted oat cereal with marshmallows.
Per 3/4 cup serving:
110 calories.
0g sat fat, 0% DV.
170mg sodium, 7% DV.
10g sugars.
See nutrition facts for ""as prepared"" information.
Now with 3 rainbows!
Star Wars™ pen inside 8 to collect!","Whole Grain First Ingredient™.
This cereal contains 11g whole grain per serving.
At least 48 grams recommended daily.
Whole Grain™.
11g or more per serving.
wholegrainscouncil.org.
Eat 48g or more of whole grains daily.
A whole grain food is made by using all three parts of the grain. All general mills big G cereals contain more whole grain than any other single ingredient.
www.wholegrainnation.com.
Every color in the rainbow now inside!
Nutrition keys icons are provided to help guide food choices. They show calorie and nutrient amounts in a serving and the % daily value, when available. Refer to the nutrition facts panel for more information.
Our mission is Nourishing Lives®.
We guarantee your satisfaction with the quality of our products, and we are committed to nourishing lives, to protecting our environment and to giving back to our global communities.
Exchange: 1 1/2 starch.
Exchange calculations based on choose your foods: exchange lists for diabetes ©2008 The American Dietetic Association, The American Diabetes Association.
This package is sold by weight, not by volume. You can be assured of proper weight even though some settling of contents normally occurs during shipment and handling.
100% Recycled Paperboard™.
1-800-328-1144.
generalmills.com.
©2013 General Mills.",1,BOX,16.0 OZ,,12/18/2013,01/07/2014
016000275690,421,37130,00016000275690,General Mills Lucky Charms Cereal,"General Mills, Inc.",Big G,"General Mills Cereals, LLC.",(10000284) Cereals Products Ready to Eat (Shelf Stable),,,,,,"General Mills Cereals, LLC","MINNEAPOLIS, MN 55440 USA",1-800-328-1144,,www.GeneralMills.com,"General Mills.
Whole Grain &#38; Calcium Guaranteed.
Nutrition Highlights:
Calories 110 (6%), Saturated Fat 0g (0%), Sodium 190mg (8%), Sugars 11g, Calcium 100mg (10%), Vit. D 40 IU (10%). Amount and % Daily Value per serving.
Lucky Charms.
FROSTED TOASTED OAT CEREAL WITH MARSHMALLOWS.
new Swirled marshmallow charms.
NET WT 1 LB (16 OZ) (453g).","WHOLE GRAIN, 8g or more per serving, EAT 48g OR MORE OF WHOLE GRAINS DAILY, WholeGrainsCouncil.org.
Whole Grain Guaranteed: A whole grain food is made by using all three parts of the grain. General Mills guarantees that every box of Big G cereal has at least 8 grams of whole grain per serving (48 grams recommended daily).
www.WholeGrainNation.com.
GROW UP STRONG With Big G Kid Cereals.
www.GrowUpStrong.com.
Give your kids more of what they need to be their best. Start the day with Big G kid cereals.
Kids love the taste and it&#39;s the only leading line of kid cereals to have at least eight grams of whole grain and a good source of calcium in every serving.
Plus, with Box Top for Education on every box, you can earn cash for your kids&#39; school.
If you are not satisfied with the quality of this product, a prompt refund or adjustment of equal value will be made. Your comments and questions are welcome. Save or send your box top and...
CALL: 1&#45;800&#45;328&#45;1144 (7:30 AM &#45; 5:30 PM CT, Weekdays).
WRITE: General Mills, Box 200, Mpls., MN 55440.
www.GeneralMills.com.
Exchange: 1 1/2 Starch.
Exchange calculations based on Choose Your Foods: Exchange Lists for Diabetes 2008 the American Dietetic Association, the American Diabetes Association.
This package is sold by weight, not by volume. You can be assured of proper weight even though some settling of contents normally occurs during shipment and handling.
100% Recycled Paperboard.
They&#39;re Magically Delicious.
Nutrition Highlights:
This is the amount in Calories 110 one serving.
This is the percent of the 6% Daily Value per serving. Daily Values are recommended amounts to consume each day (see Nutrition Facts). Sugar does not have a Daily Value.
MiLLSBERRY.COM",1,BOX,16.0 OZ,,07/01/2010,01/14/2011
013120008009,422,52466,00013120008009,Ore-Ida Steak Fries,H.J. Heinz Company,Ore-Ida,Heinz North America,(10000291) Vegetable Based Products Not Ready to Eat (Frozen),,,,,,"Heinz North America division of H.J. Heinz Company, L.P","Pittsburgh, PA 15222 U.S.A",1-800-892-2401,,www.oreida.com,"Ore Ida?? Steak Fries.
0g trans fat per serving.
Since 1952.
Thick-cut French fried potatoes.
Made with potatoes.
Grade A.","??2010 Division of H.J. Heinz Company, L.P.
Gluten free.
The best food starts with the best ingredients.
Since our beginnings over 50 years ago, Ore-Ida has been located in the heart of America's finest potato growing region-the Pacific Northwest. In fact, the name Ore-Ida is a combination of ""Oregon"" and ""Idaho"". That's how proud we are of our great potato heritage. Surrounded by the nation's best potato farms, Ore-Ida partners with farmers who meet our high standards to bring you the best potato side dishes in America. We hope your family enjoys eating them as much as we enjoy making them.
www.oreida.com.
Don't forget the Heinz?? ketchup!
The Ore-Ida brand is committed to providing the highest quality products. We welcome your comments. Please have the package with you when you call.
Phone us: 1-800-892-2401 Monday - Friday.
Visit us: online www.oreida.com for delicious recipes.
Write us: Heinz North America, Consumer Affairs P.O. Box 57 Pittsburgh, PA 15230.
Try our other great products!
Ore-Ida, country style hash browns.",1,BAG,28.0 OZ,,04/26/2012,05/07/2012
072940740032,423,106718,00072940740032,Redpack Whole Peeled Tomatoes,Red Gold Inc.,Redpack,Red Gold LLC.,(10000206) Fruit Prepared/Processed (Shelf Stable),,,,,,"Red Gold, LLC","PO Box 83, Elwood, IN 46036",1-866-729-7187,,www.redpacktomatoes.com,"Red Pack® Whole Peeled® Tomatoes in Thick Puree.
100% natural.
Premium tomatoes since 1942.","The RedPack brand is one of many premium quality products made with pride and care by Red Gold since 1942.
Nutritional facts per serving: Calories 240, fat 9g, cholesterol 25mg, sodium 920mg, carbohydrate 30g, fiber 3g, protein 10g, Vitamin A 20%, Vitamin C 25%, calcium 15%, iron 15%.
Health information: 100% natural-no artificial colors, flavors, or preservatives.
The antioxidant lycopene is found naturally in tomatoes.
A fat free food.
Good source of Vitamin A&C.
A gluten free food.
Steel. Please recycle.
Inquiries? 1-866-729-7187.
www.redpacktomatoes.com.",1,CAN,28.0 OZ,,07/03/2013,07/22/2013
051000060327,425,104650,00051000060327,Swanson Chicken Pot Pie,Pinnacle Foods Group LLC,Swanson,,(10000248) Pies/Pastries/Pizzas/Quiches Savoury (Frozen),,"Cherry Hill, NJ 08003-3620 USA",,,,,,,,,"Swanson® Chicken Pot Pie.
Inspected for wholesomeness by U.S. department of agriculture.","Please have side panel with code date available.
Great oven baked freshness from your microwave in just minutes! Great for snacking or as a quick meal.
Feel good about serving Swanson.
Swanson trademark used under license.
Questions or comments? Please write to: P.O. Box 91000, Allentown, PA 18109.",1,BOX,7.0 OZ,,07/16/2013,07/26/2013
071300800669,426,105615,00071300800669,Ronzoni Bow Ties Simply Perfect Pasta,New World Pasta Company,Ronzoni,New World Pasta Company,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,,,,,New World Pasta Co,"Harrisburg, Pennsylvania 17112-6457 U.S.A",1-800-730-5957,,www.ronzoni.com,"Ronzoni® Simply Perfect Pasta™ Bow Ties.
Enriched macaroni product.","We have been trusted for generations to ensure that only the finest quality ingredients make it from the field to your family's table. Today, our special flour blend ensures that Ronzoni pasta is...Always firm. Never sticky. Simply delicious.
We guarantee it!
Ronzoni is So Good®!
A low fat, sodium free, cholesterol free food.
For delicious recipes and cooking tips visit www.ronzoni.com.
Questions or comments, visit our web site or call 1-800-730-5957.
Contents may settle. Product sold by weight not volume.
©NWPC.",1,BOX,12.0 OZ,,06/25/2013,07/18/2013
041129010037,427,38007,00041129010037,Prince Spaghetti Pasta,New World Pasta Company,Prince,New World Pasta Company,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,,,,,New World Pasta Co,"Harrisburg, Pennsylvania 17112-6457 U.S.A",1-800-730-5957,,www.princepasta.com,"Prince® Spaghetti Simply Perfect Pasta™.
Enriched macaroni product.","©NWPC.
To open lift tab.
For delicious recipes and cooking tips visit www.princepasta.com.
Questions or comments, visit our web site or call 1-800-730-5957.
We have been trusted for generations to ensure that only the finest quality ingredients make it from the field to your family's table. Today, our special flour blend ensures that Prince pasta is... always firm.
Never sticky.
Simply delicious.
We guarantee it!
A low fat, sodium free, cholesterol free food.",1,BOX,1.0 LB,,02/17/2012,03/15/2012
041736010284,429,129954,00041736010284,Filippo Berio Extra Virgin Olive Oil,Salov North America Corp.,Filippo Berio,,(10000040) Oils Edible Vegetable or Plant (Shelf Stable),,"Lyndhurst, NJ 07071",,,www.filippoberio.com,,,,,,"Filippo Berio® Extra Virgin Olive Oil.
For dressing & marinating.
All natural.
Cold pressed.
F.PO Berio & Co. Lucca.
Imported from Italy. Since 1867.","In 1867, Filippo Berio began crafting olive oils worthy of his family and friends, not to mention his name. This extra virgin olive oil is made by using the first cold press of the olives for a delicious taste. Its rich and balanced flavor is perfect for dipping, drizzling and marinating, and as a healthy finish to steamed vegetables, baked potatoes and soups.
Packed in Italy with select extra virgin olive oils from Italy, Spain, Greece and Tunisia.
www.filippoberio.com.",1,BOTTLE,50.7 FL OZ,,11/26/2013,12/12/2013
031200210074,430,7047,00031200210074,Ocean Spray Cran-Apple Juice,"Ocean Spray Cranberries, Inc.",Ocean Spray,"Ocean Spray Cranberries, Inc.",(10000223) Juice Drinks Ready to Drink (Shelf Stable),,"Lakeville-Middleboro, Massachusetts 02349 USA",1-800-662-3263,,www.oceanspray.com,"Ocean Spray Cranberries Inc, a Grower Cooperative","Lakeville-Middleboro, Massachusetts 02349 USA",1-800-662-3263,,www.oceanspray.com,"Ocean Spray&#174; Cran-Apple&#153; Juice.
No high fructose corn syrup.
100% Vitamin C.
Cranberry Apple Juice drink blended with another juice from concentrate.
2010 Best Taste. ChefsBest Award.","American Heart Association.
Meet American Heart Association food criteria for saturated fat and cholesterol for healthy people over age 2. heartcheckmark.org.
While many factors affect heart disease, diets low in saturated fat and cholesterol may reduce the risk of this disease.
No artificial colors or flavors.
Another great CRAN&#174;blend from Ocean Spray cranberries.
Straight from the bog!&#174;
The ChefsBest award for best taste is awarded to the brand rated highest overall among leading brands by independent professional chefs.
Contains 15% fruit juice. 
Meet our growers.
We're proud members of the Ocean Spray Cooperative, where the growers who harvest the cranberries also own the company. Before getting into the cranberry business, my great-great grandfather was a potato farmer who lived off the land. It has always been the way in our family. Be one with the land, experience nature, and do what you enjoy. For me, that's growing cranberries. Every day brings something different, whether it's waking up early to protect the berries from the spring frost, flooding the bog for the harvest, or trading stories with the team. Growing cranberries is just what I do. And I'm proud of that. 
Peter Beaton, 4th generation grower, Lakeville, MA.
Grower owned Ocean Spray since 1930.
For more about the Beaton family, visit www.oceanspray.com.
Thanks for choosing Ocean Spray:
If you're not completely satisfied with our product, give us a call and we'll replace it: 1-800-662-3263, weekdays 9 am to 4 pm EST. Please have the entire package handy.",1,BOTTLE,64.0 FL OZ,,08/05/2011,09/25/2011
024000323204,431,12314,00024000323204,College Inn Beef Broth,Del Monte Foods,College Inn,College Inn,(10000262) Soups Prepared (Shelf Stable),,,,,,College Inn,"Pittsburgh, PA 15212",1-800-552-7684,,www.collegeinn.com,"College Inn&#174; Beef Broth.
99% fat free.
Since 1923.
See nutrition information for sodium content.
US inspected and passed by Department of Agriculture.","Please include the product manufacturing code located on the end of the can in consumer correspondence. 
Consumer inquiries: call 1-800-55-BROTH (1-800-552-7684). 
For more recipes visit http://www.collegeinn.com.",1,CAN,14.5 OZ,,08/10/2011,08/17/2012
042800005809,432,7613,00042800005809,Totino's Cheese Pizza Rolls - 15 CT,"General Mills, Inc.",Totino's,"General Mills Sales, Inc.",(10000248) Pies/Pastries/Pizzas/Quiches Savoury (Frozen),,,,,,"General Mills Sales, Inc","Minneapolis, MN 55440 USA",1-800-949-9055,,www.pillsbury.com,"Totino's?? Pizza Rolls?? Brand Pizza Snacks Cheese Pizza in a Golden Crust.
Naturally & Artificially Flavored.
15 Count.","Questions? Comments? Save package and visit us at our website or call M-F 7:30 am-5:30pm CT 1-800-949-9055 www.pillsbury.com.
??2010 General Mills.",1,BOX,7.5 OZ,,03/16/2012,04/19/2012
031000101022,434,112688,00031000101022,Banquet Beef Pot Pie,ConAgra Foods Inc.,Banquet,,(10005823) Meat Substitutes  (Frozen),,"P.O. Box 3768, Dept. B Omaha, NE 68103-0768 U.S.A",1-800-257-5191,,www.conagrafoods.com/mwcooking,,,,,,"Banquet® Beef Pot Pie.
Microwaveable.
U.S. Inspected and passed by department of agriculture.","ConAgra Foods®. 
Food you love.
For more information, go to www.conagrafoods.com/mwcooking or call 1-800-257-5191.
Questions or comments, call Mon.-Fri., 9:00 AM-7:00 PM (CST), 1-800-257-5191 (except national holidays). Please have entire package available when you call so we may gather information off the label.",1,BOX,7.0 OZ,,08/22/2013,09/05/2013
044100237041,435,79627,00044100237041,Hood Ice Cream Bars - 12 CT,"HP Hood, LLC",Hood,,(10000215) Ice Cream/Ice Novelties (Frozen),,,,,,HP Hood LLC,"Lynnfield, MA 01940",1 (800) 247-6269,,www.hood.com,"Hood® Ice Cream Bars.
New England's ice cream for more than 100 years.
Artificially flavored vanilla ice cream with chocolate flavored coating.
Artificial flavor added.
12 pack.
12-25 fl oz (74ml) bars.
30 fl oz (887ml) total.","Real®.
Consumer hotline: 1 (800) 247-6269.
www.hood.com.
©2010 HP Hood LLC.",1,BOX,2.5 FL OZ,,12/05/2012,12/08/2012
052100098609,436,88694,00052100098609,McCormick Brown Gravy Mix,"McCormick & Co., Inc.",McCormick,,(10000049) Herbs/Spices (Shelf Stable),,"Hunt Valley, MD 21031-1100",1-800-632-5847,,www.mccormick.com,,,,,,"McCormick® Brown Gravy Mix.
With natural spices.
No MSG†.
No artificial flavors.
MC®.
Per 1 tbsp. mix.
25 calories.
0g sat fat, 0% DV.
340mg sodium, 14% DV.
0g sugars.","†Except those naturally occurring glutamates.
Packed in U.S.A.
Visit mccormick.com for shepherd's pie and stir-fried beef & broccoli recipes.
For recipes, visit www.mccormick.com.
Questions? Call 1-800-632-5847.",1,PACKET,0.87 OZ,,03/07/2013,03/15/2013
071300000861,438,5674,00071300000861,Ronzoni Enriched Macaroni Product Mostaccioli Rigati,New World Pasta Company,Ronzoni,New World Pasta Company,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,,,,,New World Pasta Company,"Harrisburg, Pennsylvania 17112-6457 USA",1-800-730-5957,,www.ronzoni.com,"Ronzoni® Enriched Macaroni Product Mostaccioli Rigati.
Simply Perfect Pasta.","For delicious recipes and cooking tips visit www.ronzoni.com.
Questions or comments, visit our website or call 1-800-730-5957.
We have been trusted for generations to ensure that only the finest quality ingredients make it from the field to your family's table. Today, our special flour blend ensures that Ronzoni pasta is...Always firm. Never sticky. Simply delicious.
We guarantee it!
Ronzoni Sono Buoni... Ronzoni is so Good!®.
A low fat, sodium free, cholesterol free food.
Product of the United States of America.
Contents may settle. Product sold by weight not volume.
©NWPC.",1,BOX,1.0 LB,,05/15/2012,05/27/2012
